Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
28,-0.6930158870976106,0.9945902219776949,-1.364429374567147,-0.46621733734113063,-0.14666858175526318,-0.15760087325143973,-0.3329465797494188,0.2439337278268386,1.014815568355354,-0.6320927177387613,-0.9629602940824191,5
29,-0.2924654202430286,0.6327417300241531,-1.364429374567147,-0.39246653579370655,-0.10435606561536966,-0.7429389662697844,-0.9125306342897682,-0.17163619564602806,0.4403379240855126,-0.3973491627471593,-0.5933413487184951,6
30,-0.9219018681573715,0.7997487263104034,-1.008531890511864,-0.09746332960401043,0.043737740874266615,0.1350681732577326,1.1007613446398667,-0.4833136382506348,0.2488453759955674,-0.690778606486662,-0.31612713969555334,5
32,-0.006357943918326676,0.6884107287862365,-0.754319401900948,-0.17121413115143455,-0.08319980754541981,-0.06004452441504895,2.0463984862583318,-0.06774371477776814,-0.9001099125441123,0.013452058488145425,-0.5933413487184951,5
34,-1.7802242971314757,-1.176500729743557,-0.09336693151256573,-0.5399681388885547,0.33992535385353534,-0.2551572220878305,0.1246197790982255,-0.5352598786847359,0.4403379240855126,-0.6320927177387613,-1.147769766764382,5
35,-0.2924654202430286,0.6327417300241531,-1.364429374567147,2.188811518366135,-0.019731033335576745,-1.0356080127789566,-0.8515217864434157,0.9711810939043696,0.5679996228121437,-0.6320927177387613,-0.778150821400458,6
36,-0.2924654202430286,0.3822312355947776,-0.6526344064565814,-0.09746332960401043,-0.019731033335576745,-1.2307207104517381,-0.9430350582129445,0.3997724491291996,0.6956613215387748,-0.3386632739992586,0.33070601469131405,6
37,-0.12080093444820784,-0.8424867371710568,0.05916056165398416,-0.3187157342462824,-0.4428561947345319,-0.2551572220878305,-0.48546869936530024,0.036148766090434103,-0.5171248163642191,0.4242532797234495,-0.6857460850594773,7
40,-0.57857289656773,-0.45280374583647304,0.46590054343145,2.4838147245558315,-0.2736061301749499,-0.3527135709242213,1.2532834642557482,0.555611170431503,0.12118367726893632,1.0111121672024554,0.05349180566837065,5
41,0.27974953240637473,0.43790023435686104,0.16084555709835047,0.1975398765856857,0.02258148280431883,0.1350681732577326,0.0026020834055203454,0.45171868956330075,-0.3256322682742739,-0.866836272730364,-1.0553650304233997,4
42,-0.4641299060378493,-0.23012775078813957,-0.3475794201234819,0.05003827349083779,5.1847084518715745,-0.7429389662697844,-0.9735394821361208,0.036148766090434103,-0.6447865150908502,1.4219133884377602,0.05349180566837065,6
43,-0.12080093444820784,0.7162452281672782,-0.24589442467911546,-0.24496493269885833,-0.37938742052468855,-0.6453826174333935,-0.6989996668275342,0.036148766090434103,-0.07030887082101173,3.1824900508747787,-0.13131766701359054,5
45,-2.1235532687211176,-0.06312075450188927,-0.6017919087343983,-0.3187157342462824,-0.6967312915739052,-0.7429389662697844,0.5821861379458698,-1.7300234086692345,3.759542090977918,-0.5734068289908607,2.4560149505338744,4
46,-0.34968691550796865,2.2471426941245713,0.8217980274867327,-0.24496493269885833,0.572644192622961,0.6228499174396864,2.076902910181508,0.14004124695863635,-0.389463117637588,0.4242532797234495,-1.147769766764382,5
50,0.27974953240637473,0.7162452281672782,-0.04252443379038243,-0.6137189404359787,-0.2736061301749499,-1.1331643616153475,-0.6989996668275342,0.19198748739273747,-1.0277716112707433,0.48293916847135016,-1.147769766764382,5
51,-0.9791233634223121,-0.06312075450188927,-1.161059383678414,-0.24496493269885833,-0.37938742052468855,-0.7429389662697844,-0.9430350582129445,-0.587206119118837,0.5679996228121437,-0.1626056077555566,-0.9629602940824191,6
52,-0.9791233634223121,-0.17445875202605615,-1.161059383678414,-0.3187157342462824,-0.4005436785946363,-0.9380516639425659,-0.9735394821361208,-0.6391523595529381,0.5041687734488296,-0.10391971900765593,-0.9629602940824191,6
53,0.16530654187649355,-0.8424867371710568,0.46590054343145,0.3450414796805339,-0.1255123236853154,1.4033007081308126,2.2294250297973894,0.14004124695863635,-0.7086173644541643,-0.5734068289908607,-0.9629602940824191,5
54,-0.40690841077290923,-0.1187897532639727,-0.6017919087343983,0.1975398765856857,0.48801916034316983,1.6959697546399848,0.8262215293312801,-0.6391523595529381,-0.9001099125441123,-0.1626056077555566,-0.22372240335457277,6
56,1.0808504661155378,-0.6198107421227234,1.533592995597298,0.64004468587023,-0.35823116245474074,-1.1331643616153475,-1.095557177828826,0.19198748739273747,-1.729910954267213,-0.1626056077555566,-0.778150821400458,5
58,-0.2924654202430286,0.3265622368326942,-0.4492644155678485,-0.17121413115143455,-0.23129361403505433,0.1350681732577326,0.24663747479093065,0.3997724491291996,0.7594921709020918,-0.3973491627471593,-0.40853187603653396,5
59,-0.57857289656773,-0.7868177384089733,0.21168805482053377,-0.09746332960401043,-0.2736061301749499,-0.6453826174333935,0.0026020834055203454,-0.2755286765142303,0.6318304721754606,-0.690778606486662,-0.9629602940824191,6
60,0.27974953240637473,-0.7311487396468899,0.6692705343201831,-0.24496493269885833,-0.16782483982521096,0.3301808709305141,0.18562862694457807,0.6595036512997052,0.8233230202654058,-0.10391971900765593,-1.147769766764382,5
61,-0.34968691550796865,0.8832522244535279,1.1268530138198323,-0.5399681388885547,0.5938004506929088,0.42773721976690493,2.0158940623351556,0.036148766090434103,-0.6447865150908502,0.30688150222764815,-1.0553650304233997,5
63,-0.7502373823625508,1.1337627188829034,-1.1102168859562307,-0.39246653579370655,-0.1255123236853154,-0.2551572220878305,0.24663747479093065,-0.06774371477776814,0.5041687734488296,-0.5147209402429607,-0.5933413487184951,5
64,-0.6357943918326701,1.07809372012082,-1.1102168859562307,1.561929705213031,-0.019731033335576745,-1.1331643616153475,-1.0650527539056498,-0.2755286765142303,0.6318304721754606,-1.5710669377051714,0.4231107510322947,5
65,-0.6357943918326701,1.07809372012082,-1.1102168859562307,1.561929705213031,-0.019731033335576745,-1.1331643616153475,-1.0650527539056498,-0.2755286765142303,0.6318304721754606,-1.5710669377051714,0.4231107510322947,5
67,-0.9791233634223121,0.9667557225966531,-1.008531890511864,-0.6874697419834027,-0.23129361403505433,-0.9380516639425659,-0.9430350582129445,-0.2755286765142303,0.8233230202654058,-0.45603505149505996,0.23830127835033182,5
69,-0.1780224297131479,0.9667557225966531,-1.1102168859562307,-0.46621733734113063,-0.2736061301749499,-0.7429389662697844,-0.8210173625202394,-0.2755286765142303,0.18501452663225043,1.715342832177263,0.05349180566837065,6
72,-0.34968691550796865,0.8832522244535279,-0.24589442467911546,-0.46621733734113063,-0.062043549475472026,0.23262452209412338,1.466814431717982,-0.3274749169483314,-0.0064780214576947645,-1.0428939389740661,-0.8705555577414386,5
73,-0.006357943918326676,0.7997487263104034,-0.04252443379038243,-0.3187157342462824,-0.062043549475472026,-0.45026991976061204,-0.08891118836400852,0.45171868956330075,-0.0064780214576947645,-0.7494644952345627,-1.147769766764382,4
76,0.27974953240637473,-0.6754797408848068,1.889490479652581,-0.24496493269885833,0.12836277315405775,-0.6453826174333935,-0.11941561228718481,0.9711810939043696,1.4616315138985614,0.013452058488145425,0.05349180566837065,5
77,-0.8646803728924314,1.4121077126933206,-1.364429374567147,-0.09746332960401043,0.36108161192348315,-0.15760087325143973,-0.48546869936530024,-0.06774371477776814,1.3339698151719301,-0.6320927177387613,0.23830127835033182,6
78,-0.9219018681573715,1.2172662170260287,-0.754319401900948,-0.39246653579370655,-0.019731033335576745,-0.3527135709242213,1.0397524967935141,-0.4833136382506348,0.4403379240855126,-0.8081503839824633,-0.31612713969555334,5
79,-0.006357943918326676,0.5214037324999862,-0.3475794201234819,-0.7612205435308268,-0.14666858175526318,1.1106316616216403,2.2294250297973894,0.2439337278268386,-0.9639407619074265,2.7130029408915743,-1.2401745031053626,4
80,-1.208009344482073,-0.45280374583647304,-0.3475794201234819,-0.6874697419834027,-0.37938742052468855,-1.2307207104517381,-0.9430350582129445,-0.4833136382506348,0.6318304721754606,-0.5734068289908607,-1.147769766764382,5
82,-0.5213514013027895,-0.17445875202605615,1.0251680183754657,-0.39246653579370655,-0.019731033335576745,0.5252935686032957,0.8262215293312801,0.14004124695863635,0.3126762253588815,-0.5147209402429607,-1.2401745031053626,5
84,-1.1507878492171328,-1.287838727267724,1.076010516097649,-0.5399681388885547,-0.37938742052468855,0.23262452209412338,0.46016844225316467,-0.43136739781653366,0.8233230202654058,0.7176827234629528,-0.13131766701359054,6
85,-0.8074588776274908,0.10388624178436104,-0.6017919087343983,-0.24496493269885833,-0.23129361403505433,0.3301808709305141,-0.18042446013353738,-0.3274749169483314,0.6318304721754606,-0.3973491627471593,-0.31612713969555334,5
86,0.16530654187649355,-0.23012775078813957,0.05916056165398416,-0.46621733734113063,0.48801916034316983,0.42773721976690493,2.7480002364913863,0.2439337278268386,-2.4320502972636824,7.583931706967324,-0.5009366123775145,6
87,-0.34968691550796865,-0.23012775078813957,-0.04252443379038243,-0.46621733734113063,-0.5274812270143231,-0.6453826174333935,-0.454964275442124,-0.06774371477776814,0.5041687734488296,-0.10391971900765593,-0.778150821400458,5
88,0.5658570087310761,-0.7868177384089733,0.872640525208916,-0.3187157342462824,0.4245503861333265,1.7935261034763754,2.412451573336447,0.555611170431503,-1.0916024606340575,3.2998618283705796,-0.8705555577414386,5
89,-0.7502373823625508,0.4935692331189445,-0.9576893927896809,-0.5399681388885547,-0.23129361403505433,-0.7429389662697844,-0.668495242904358,0.555611170431503,1.078646417718668,-0.7494644952345627,-1.3325792394463432,5
90,-0.235243924978088,-0.06312075450188927,-0.04252443379038243,-0.46621733734113063,-0.16782483982521096,2.573976894167502,2.8700179321840915,-0.17163619564602806,-0.5171248163642191,-0.690778606486662,-0.8705555577414386,5
91,0.16530654187649355,-0.23012775078813957,0.05916056165398416,-0.46621733734113063,0.48801916034316983,0.42773721976690493,2.7480002364913863,0.2439337278268386,-2.4320502972636824,7.583931706967324,-0.5009366123775145,6
93,-0.34968691550796865,-0.23012775078813957,-0.04252443379038243,-0.46621733734113063,-0.5274812270143231,-0.6453826174333935,-0.454964275442124,-0.06774371477776814,0.5041687734488296,-0.10391971900765593,-0.778150821400458,5
94,-1.8946672876613564,2.72032918360228,-1.161059383678414,-0.8349713450782509,-0.8871376142034352,2.476420545331111,1.1922746164093956,-1.5222384469327725,2.802079350528186,-1.0428939389740661,0.05349180566837065,4
96,-0.8646803728924314,1.356438713931237,-1.364429374567147,0.3450414796805339,0.31876909578358753,-0.7429389662697844,-0.6989996668275342,-0.11968995521186926,0.8871538696287228,-0.5734068289908607,0.23830127835033182,5
98,-0.40690841077290923,2.0523011984572794,-1.0593743882340474,-0.02371252805658632,-0.16782483982521096,-1.0356080127789566,-1.095557177828826,-0.015797474343667017,0.5041687734488296,-0.5734068289908607,-0.5933413487184951,5
99,-0.12080093444820784,0.07605174240331933,-0.4492644155678485,-0.46621733734113063,-0.14666858175526318,-0.2551572220878305,-0.3329465797494188,0.2439337278268386,-0.07030887082101173,-0.3973491627471593,-1.3325792394463432,6
100,-0.006357943918326676,0.43790023435686104,0.16084555709835047,-0.3187157342462824,-0.062043549475472026,-0.45026991976061204,0.1246197790982255,0.2439337278268386,0.5679996228121437,-0.27997738525135796,-0.22372240335457277,6
102,-0.12080093444820784,0.07605174240331933,-0.4492644155678485,-0.46621733734113063,-0.14666858175526318,-0.2551572220878305,-0.3329465797494188,0.2439337278268386,-0.07030887082101173,-0.3973491627471593,-1.3325792394463432,6
103,-0.12080093444820784,0.243058738689569,-0.24589442467911546,-0.3187157342462824,-0.21013735596510655,-0.3527135709242213,0.5821861379458698,-0.015797474343667017,-0.13413972018432585,-0.866836272730364,-1.147769766764382,5
104,-0.6357943918326701,-0.23012775078813957,-0.14420942923474903,-0.24496493269885833,-0.35823116245474074,-1.0356080127789566,-0.3024421558262425,-0.37942115738243254,0.12118367726893632,-1.0428939389740661,-0.9629602940824191,5
105,-0.12080093444820784,0.243058738689569,-0.24589442467911546,-0.3187157342462824,-0.21013735596510655,-0.3527135709242213,0.5821861379458698,-0.015797474343667017,-0.13413972018432585,-0.866836272730364,-1.147769766764382,5
106,-0.2924654202430286,-0.6754797408848068,2.0928604705413143,-0.6137189404359787,8.040803291314523,0.23262452209412338,0.704203833638575,0.2958799682609397,-1.4745875568139508,3.828034827101686,-1.0553650304233997,5
107,-1.208009344482073,0.5492382318810279,0.21168805482053377,-0.6137189404359787,0.02258148280431883,-0.06004452441504895,0.5516817140226935,0.08809500652453522,0.950984718992037,0.7763686122108535,-1.0553650304233997,5
110,-0.2924654202430286,0.1595552405464445,-0.3984219178456652,-0.5399681388885547,0.36108161192348315,-0.3527135709242213,0.03310650732869663,-0.17163619564602806,-0.7724482138174813,1.5979710546814623,-0.8705555577414386,5
111,0.050863551346613405,0.4935692331189445,-0.9068468950674977,-0.24496493269885833,-0.062043549475472026,-0.45026991976061204,1.89387636664245,-0.17163619564602806,-1.0277716112707433,0.013452058488145425,-0.5933413487184951,5
113,1.0236289708505977,-1.2321697285056405,0.872640525208916,-0.17121413115143455,-0.14666858175526318,0.6228499174396864,0.0026020834055203454,1.075073574772572,0.05735282790561936,0.0721379472360461,-0.6857460850594773,6
114,-0.2924654202430286,0.1595552405464445,-0.3984219178456652,-0.5399681388885547,0.36108161192348315,-0.3527135709242213,0.03310650732869663,-0.17163619564602806,-0.7724482138174813,1.5979710546814623,-0.8705555577414386,5
115,0.6230785039960162,-0.7311487396468899,0.21168805482053377,-0.24496493269885833,0.06489399894421441,-0.2551572220878305,0.4906728661763409,-0.06774371477776814,-1.5384184061772677,-0.1626056077555566,0.05349180566837065,6
116,-0.006357943918326676,0.0482172430222776,0.05916056165398416,-0.46621733734113063,-0.21013735596510655,-0.45026991976061204,-0.18042446013353738,0.555611170431503,0.5041687734488296,-0.27997738525135796,-0.40853187603653396,6
120,-0.57857289656773,2.9986741774126973,-0.9068468950674977,-0.6137189404359787,1.926644709099618,-0.5478262685970028,1.3142923121021006,-0.2755286765142303,-0.07030887082101173,-0.5147209402429607,-1.3325792394463432,5
121,0.27974953240637473,0.10388624178436104,-1.161059383678414,-0.24496493269885833,0.6784254829726997,-0.15760087325143973,0.3076463226372832,-0.2755286765142303,-0.6447865150908502,-0.3386632739992586,0.4231107510322947,6
122,-0.57857289656773,0.9110867238345697,-1.364429374567147,-0.02371252805658632,-0.2524498721050021,-1.2307207104517381,-1.0040439060592972,0.6595036512997052,1.142477267081985,-0.8081503839824633,-1.147769766764382,5
124,-0.2924654202430286,-0.17445875202605615,-0.5001069132900317,-0.6874697419834027,-0.10435606561536966,0.5252935686032957,1.7108498231033924,-0.37942115738243254,0.5041687734488296,-1.0428939389740661,-0.8705555577414386,5
126,-0.06357943918326776,4.4460681452268656,-1.364429374567147,-0.6137189404359787,-0.1255123236853154,-1.2307207104517381,-1.0345483299824734,-0.17163619564602806,1.3978006645352443,-0.9842080502261653,0.4231107510322947,5
127,-0.12080093444820784,4.4460681452268656,-1.364429374567147,-0.5399681388885547,-0.10435606561536966,-1.2307207104517381,-1.0345483299824734,-0.17163619564602806,1.4616315138985614,-1.0428939389740661,0.4231107510322947,5
128,-0.1780224297131479,0.3265622368326942,-0.550949411012215,-0.5399681388885547,-0.46401245280447967,-1.2307207104517381,-0.9125306342897682,-0.2755286765142303,0.6956613215387748,1.5392851659335616,0.05349180566837065,7
130,-0.1780224297131479,1.189431717644987,1.4827504978751154,-0.39246653579370655,0.6572692249027519,1.4033007081308126,2.686991388645034,0.036148766090434103,-0.45329396700090213,0.013452058488145425,-0.9629602940824191,5
131,-1.551338316071715,-0.17445875202605615,-0.9068468950674977,-0.17121413115143455,-0.8025125819236439,0.1350681732577326,1.6193365513338636,-1.5741846873668737,2.0361091581684,-0.1626056077555566,2.3636102141928936,5
134,-0.235243924978088,2.831667181126447,-1.1102168859562307,-0.24496493269885833,-0.062043549475472026,-0.2551572220878305,-0.5159731232884766,-0.43136739781653366,-0.5809556657275332,-0.6320927177387613,-0.5009366123775145,6
135,0.050863551346613405,1.189431717644987,-0.8051618996231313,-0.46621733734113063,0.06489399894421441,0.03751182442134182,0.5211772900995172,-0.11968995521186926,-0.7724482138174813,0.9524262784545549,-0.778150821400458,5
137,-0.6357943918326701,-0.647645241503765,0.46590054343145,-0.39246653579370655,-0.1255123236853154,-0.2551572220878305,-0.02790234051765594,0.2439337278268386,1.078646417718668,-0.10391971900765593,-1.147769766764382,5
140,0.050863551346613405,1.189431717644987,-0.8051618996231313,-0.46621733734113063,0.06489399894421441,0.03751182442134182,0.5211772900995172,-0.11968995521186926,-0.7724482138174813,0.9524262784545549,-0.778150821400458,5
142,-1.7802242971314757,-1.0651627322193902,-1.364429374567147,-0.5399681388885547,-0.7813563238536962,1.1106316616216403,0.5211772900995172,-2.6650557364831124,2.3552634049849788,0.7763686122108535,3.287657577602703,6
143,-1.1507878492171328,-0.7868177384089733,-0.9576893927896809,-0.6137189404359787,-0.4428561947345319,-1.2307207104517381,-0.7905129385970632,-0.6910985999870969,0.18501452663225043,-0.45603505149505996,-0.9629602940824191,5
144,-1.7802242971314757,-1.0651627322193902,-1.364429374567147,-0.5399681388885547,-0.7813563238536962,1.1106316616216403,0.5211772900995172,-2.6650557364831124,2.3552634049849788,0.7763686122108535,3.287657577602703,6
145,-0.12080093444820784,0.7719142269293616,1.431908000152932,-0.5399681388885547,0.636112966832802,1.598413405803594,2.9005223561072677,0.036148766090434103,-0.9001099125441123,-0.22129149650345728,-0.9629602940824191,5
146,-1.4368953255418342,0.8275832256914452,-1.2627443791227806,-0.5399681388885547,0.0014252247343710426,0.5252935686032957,1.466814431717982,-1.2105610043281658,1.4616315138985614,-0.8081503839824633,-0.40853187603653396,5
148,-0.8074588776274908,-0.23012775078813957,-0.8560043973453144,-0.17121413115143455,-0.2736061301749499,-0.3527135709242213,-0.48546869936530024,-0.43136739781653366,0.6956613215387748,-0.45603505149505996,-0.22372240335457277,6
150,-0.57857289656773,-1.1208317309814737,1.0251680183754657,-0.3187157342462824,-0.21013735596510655,-1.0356080127789566,-1.0650527539056498,-0.4833136382506348,0.12118367726893632,-0.7494644952345627,-0.13131766701359054,6
151,0.508635513466135,-0.06312075450188927,3.7198203976511777,0.64004468587023,11.066148195317055,1.598413405803594,0.704203833638575,1.4906434982454384,-3.644836435166676,7.877361150706829,-0.9629602940824191,4
152,-0.4641299060378493,0.3822312355947776,-1.2119018814005973,-0.5399681388885547,0.17067528929395334,0.9155189639488588,1.6193365513338636,-0.8988835617235014,0.2488453759955674,-0.690778606486662,-0.31612713969555334,5
153,-0.4641299060378493,0.3822312355947776,-1.2119018814005973,-0.5399681388885547,0.17067528929395334,0.9155189639488588,1.6193365513338636,-0.8988835617235014,0.2488453759955674,-0.690778606486662,-0.31612713969555334,5
155,-0.6930158870976106,-0.5641417433606399,0.7709555297645494,2.188811518366135,-0.33707490438479326,1.2081880104580311,2.503964845105976,0.2958799682609397,0.6956613215387748,0.30688150222764815,0.05349180566837065,5
156,-0.6930158870976106,-0.5641417433606399,0.7709555297645494,2.188811518366135,-0.35823116245474074,1.3057443592944218,2.5344692690291524,0.2958799682609397,0.6956613215387748,0.3655673909755488,0.05349180566837065,5
157,-0.6930158870976106,-0.5641417433606399,0.7709555297645494,2.188811518366135,-0.33707490438479326,1.2081880104580311,2.503964845105976,0.2958799682609397,0.6956613215387748,0.30688150222764815,0.05349180566837065,5
158,-0.6930158870976106,0.8275832256914452,-1.364429374567147,-0.24496493269885833,-0.2947623882448977,-0.3527135709242213,-0.7295040907507105,0.08809500652453522,1.078646417718668,-0.9255221614782647,-1.0553650304233997,5
159,-0.8646803728924314,0.3822312355947776,-0.4492644155678485,-0.46621733734113063,-0.16782483982521096,0.23262452209412338,1.2227790403325718,0.036148766090434103,1.7807857607151376,-0.5147209402429607,-1.0553650304233997,6
160,-0.40690841077290923,2.330646192267696,-1.2119018814005973,-0.39246653579370655,0.06489399894421441,-0.8404953151061751,-0.7905129385970632,-0.43136739781653366,-0.7086173644541643,-0.5734068289908607,-0.778150821400458,5
161,-0.40690841077290923,0.8275832256914452,-1.2627443791227806,-0.9087221466256749,-0.31591864631484545,-0.6453826174333935,-0.7905129385970632,-0.11968995521186926,-0.9001099125441123,2.4782593858999715,-1.147769766764382,4
162,-0.2924654202430286,-0.007451755739805831,-1.161059383678414,-0.6137189404359787,-0.23129361403505433,0.1350681732577326,-0.454964275442124,-0.17163619564602806,0.12118367726893632,-0.5734068289908607,-0.40853187603653396,6
163,-0.5213514013027895,0.3822312355947776,-0.04252443379038243,3.5163259462197676,-0.35823116245474074,1.9886388011491571,2.2904338776437423,0.7633961321679075,0.37650707472219846,-0.9842080502261653,-0.9629602940824191,5
164,-0.57857289656773,0.3265622368326942,-0.04252443379038243,3.442575144672344,-0.35823116245474074,1.8910824523127663,2.2904338776437423,0.7114498917338063,0.37650707472219846,-0.9842080502261653,-0.9629602940824191,5
165,-0.2924654202430286,0.5492382318810279,1.076010516097649,-0.6137189404359787,0.2764565796436923,-0.15760087325143973,1.5278232795643347,-0.3274749169483314,-0.7724482138174813,-0.22129149650345728,-0.8705555577414386,5
166,-0.8646803728924314,0.6049072306431114,-0.8560043973453144,-0.3187157342462824,-0.04088729140552424,0.23262452209412338,1.6803453991802162,-0.587206119118837,0.18501452663225043,-0.8081503839824633,-0.22372240335457277,5
167,-0.57857289656773,0.10388624178436104,-1.2119018814005973,-0.6874697419834027,-0.31591864631484545,0.1350681732577326,-0.11941561228718481,-0.587206119118837,0.37650707472219846,-1.0428939389740661,-1.3325792394463432,4
168,-0.8646803728924314,0.5492382318810279,-1.008531890511864,-0.3187157342462824,0.043737740874266615,-0.45026991976061204,-0.05840676444083223,-0.743044840421198,1.014815568355354,-0.6320927177387613,-0.038912930672609945,6
170,-0.235243924978088,1.9687977003141544,-1.2119018814005973,-0.5399681388885547,-0.6121062592941162,-1.1331643616153475,-1.1565660256751786,0.2439337278268386,0.3126762253588815,-1.9231822701925751,-1.2401745031053626,4
172,-0.1780224297131479,-0.6198107421227234,-0.5001069132900317,-0.39246653579370655,-0.2947623882448977,-0.9380516639425659,-0.8515217864434157,0.2439337278268386,-0.13413972018432585,-0.27997738525135796,-1.147769766764382,6
173,-0.5213514013027895,0.4935692331189445,-1.1102168859562307,-0.46621733734113063,-0.4005436785946363,0.817962615112468,-0.11941561228718481,-0.3274749169483314,0.6956613215387748,-0.5147209402429607,0.9775391690781798,6
175,-0.8074588776274908,-0.17445875202605615,-1.161059383678414,-0.7612205435308268,-0.04088729140552424,0.3301808709305141,0.09411535517504921,-0.4833136382506348,0.2488453759955674,0.7176827234629528,-0.8705555577414386,5
176,-0.57857289656773,-0.8424867371710568,-0.2967369224012988,-0.39246653579370655,-0.14666858175526318,-0.8404953151061751,-0.3329465797494188,-0.3274749169483314,0.12118367726893632,-1.1015798277219666,-0.8705555577414386,5
177,-0.4641299060378493,-0.06312075450188927,0.7709555297645494,-0.17121413115143455,0.0014252247343710426,-0.7429389662697844,-0.24143330797988996,0.2439337278268386,1.7169549113518234,-0.27997738525135796,0.05349180566837065,6
178,-0.7502373823625508,1.5234457102174874,-1.364429374567147,-0.02371252805658632,-0.4005436785946363,-0.8404953151061751,-0.7905129385970632,0.08809500652453522,1.078646417718668,-0.5734068289908607,-0.778150821400458,5
